course_name,course_crn,course_id,course_section,course_pre,course_type,course_time,course_days,course_location,course_dates,course_type2,course_professor
RESEARCH FOR UNDERGRADUATES,51480,BPSC 197,76G,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Venugopala Reddy Gonehal (P)
RESEARCH FOR UNDERGRADUATES,66957,BPSC 197,77D,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Katayoon Dehesh (P)
RESEARCH FOR UNDERGRADUATES,61887,BPSC 197,78G,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Venugopala Reddy Gonehal (P)
RESEARCH FOR UNDERGRADUATES,51481,BPSC 197,92S,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Patricia Springer (P)
RESEARCH FOR UNDERGRADUATES,66956,BPSC 197,95R,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Carolyn Rasmussen (P)
RESEARCH FOR UNDERGRADUATES,64052,BPSC 197,97W,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Erin Wilson Rankin (P)
RESEARCH FOR UNDERGRADUATES,61708,BPSC 197,C37,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Meng Chen (P)
RESEARCH FOR UNDERGRADUATES,51450,BPSC 197,C72,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Xuemei Chen (P)
RESEARCH FOR UNDERGRADUATES,51451,BPSC 197,G11,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Juan Pablo Giraldo Gomez (P)
RESEARCH FOR UNDERGRADUATES,61689,BPSC 197,L25,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Amy Litt (P)
RESEARCH FOR UNDERGRADUATES,64029,BPSC 197,L42,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Loralee Larios (P)
RESEARCH FOR UNDERGRADUATES,51452,BPSC 197,M24,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Peggy Ann Mauk (P)
RESEARCH FOR UNDERGRADUATES,51454,BPSC 197,S27,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Louis S. Santiago (P)
RESEARCH FOR UNDERGRADUATES,51455,BPSC 197,S35,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Joel Lawrence Sachs (P)
SENIOR RESEARCH,51487,BPSC 199,07E,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Norman Ellstrand (P)
SENIOR RESEARCH,61834,BPSC 199,08N,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Eugene A. Nothnagel (P)
SENIOR RESEARCH,64454,BPSC 199,0S7,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Danelle Seymour (P)
SENIOR RESEARCH,51491,BPSC 199,19R,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Mikeal L. Roose (P)
SENIOR RESEARCH,51492,BPSC 199,21L,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Adam Josef Lukaszewski (P)
SENIOR RESEARCH,51493,BPSC 199,22W,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Linda L. Walling (P)
SENIOR RESEARCH,51495,BPSC 199,33J,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,George Darrel Jenerette (P)
SENIOR RESEARCH,51496,BPSC 199,38K,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Isgouhi Kaloshian (P)
SENIOR RESEARCH,51498,BPSC 199,44C,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Timothy J. Close (P)
SENIOR RESEARCH,51499,BPSC 199,48B,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Julia N. Bailey-Serres (P)
SENIOR RESEARCH,51500,BPSC 199,76G,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Venugopala Reddy Gonehal (P)
SENIOR RESEARCH,61954,BPSC 199,77D,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Katayoon Dehesh (P)
SENIOR RESEARCH,71077,BPSC 199,93V,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Jaimie Van Norman (P)
SENIOR RESEARCH,51483,BPSC 199,C95,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Sean R. Cutler (P)
SENIOR RESEARCH,51484,BPSC 199,G11,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Juan Pablo Giraldo Gomez (P)
SENIOR RESEARCH,51485,BPSC 199,S27,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Louis S. Santiago (P)
PLANT BIOLOGY CORE,51501,BPSC 200B,001,BPSC 200A/,Lecture,12:00 pm - 1:50 pm,W,Batchelor Hall 1104,Apr 03 2023 - Jun 09 2023,Lecture,Exequiel Ezcurra (P)
PLANT BIOLOGY CORE,51502,BPSC 200B,021,BPSC 200A/,Practicum,11:00 am - 12:50 pm,F,Batchelor Hall 1104,Apr 03 2023 - Jun 09 2023,Practicum,TBA
PLANT BIOLOGY CORE,71980,BPSC 200C,001,,Lecture,2:00 pm - 2:50 pm,W,Batchelor Hall 1104,Apr 03 2023 - Jun 09 2023,Lecture,Patricia Springer (P) Thomas Anton Eulgem
PLANT BIOLOGY CORE,71981,BPSC 200C,021,,Discussion,3:00 pm - 3:50 pm,W,Batchelor Hall 1104,Apr 03 2023 - Jun 09 2023,Discussion,TBA
PRODUCT DESIGN AND ENTREPRENEURSHIP FOR AGRICULTURAL AND BIOLOGICAL APPLICATIONS,68759,BPSC 208,001,,Lecture,12:00 pm - 1:20 pm,TR,Pierce Hall 2226,Apr 03 2023 - Jun 09 2023,Lecture,Julia N. Bailey-Serres (P) Ian Wheeldon
ADVANCED TOPICS IN PLANT BIOLOGY,72236,BPSC 225E,001,,Lecture,12:00 pm - 1:50 pm,M,Batchelor Hall 1104,Apr 03 2023 - Jun 09 2023,Lecture,Danelle Seymour (P)
PLANT DEVELOPMENT,51506,BPSC 232,001,BCH 110C/BCH 110HC/BIOL 107A/BIOL 104/BPSC 104/BIOL 102/,Lecture,10:00 am - 11:20 am,TR,Sproul Hall 2212,Apr 03 2023 - Jun 09 2023,Lecture,Venugopala Reddy Gonehal (P)
PLANT DEVELOPMENT,51507,BPSC 232,021,BCH 110C/BCH 110HC/BIOL 107A/BIOL 104/BPSC 104/BIOL 102/,Discussion,10:00 am - 10:50 am,W,Sproul Hall 2344,Apr 03 2023 - Jun 09 2023,Discussion,TBA
LIGHT CONTRL OF PLANT DEVLPMNT,65816,BPSC 240,002,,Seminar,3:00 pm - 4:50 pm,F,TBA,Apr 03 2023 - Jun 09 2023,Seminar,Meng Cheng (P)
SEMINAR IN PLANT BIOLOGY,51512,BPSC 250,001,,Seminar,4:00 pm - 4:50 pm,W,Genomics Building 1102A,Apr 03 2023 - Jun 09 2023,Seminar,Sean R. Cutler (P)
SEMINAR IN GENETICS GENOMICS AND BIOINFORMATICS,51513,BPSC 261,001,,Seminar,12:00 pm - 12:50 pm,W,TBA,Apr 03 2023 - Jun 09 2023,Seminar,Qi Chen (P)
DIRECTED STUDIES,51516,BPSC 290,07E,,Individualized Study,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Individual Study,Norman Ellstrand (P)
DIRECTED STUDIES,64455,BPSC 290,0S7,,Individualized Study,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Individual Study,Danelle Seymour (P)
DIRECTED STUDIES,51518,BPSC 290,19R,,Individualized Study,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Individual Study,Mikeal L. Roose (P)
DIRECTED STUDIES,51519,BPSC 290,22W,,Individualized Study,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Individual Study,Linda L. Walling (P)
DIRECTED STUDIES,51520,BPSC 290,33J,,Individualized Study,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Individual Study,George Darrel Jenerette (P)
DIRECTED STUDIES,61995,BPSC 290,44J,,Individualized Study,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Individual Study,Zhenyu Jia (P)
DIRECTED STUDIES,51521,BPSC 290,70M,,Individualized Study,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Individual Study,Milton E. McGiffen (P)
DIRECTED STUDIES,51514,BPSC 290,C95,,Individualized Study,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Individual Study,Sean R. Cutler (P)
DIRECTED STUDIES,51515,BPSC 290,S27,,Individualized Study,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Individual Study,Louis S. Santiago (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51534,BPSC 291,01X,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Shizhong Xu (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51535,BPSC 291,07E,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Norman Ellstrand (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,64456,BPSC 291,0S7,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Danelle Seymour (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51539,BPSC 291,11Y,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Zhenbiao Yang (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51544,BPSC 291,19R,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Mikeal L. Roose (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51545,BPSC 291,21A,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Mary Lu Arpaia (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51546,BPSC 291,21L,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Adam Josef Lukaszewski (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51547,BPSC 291,22W,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Linda L. Walling (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51548,BPSC 291,26E,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Thomas Anton Eulgem (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51549,BPSC 291,27J,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Hailing Jin (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51551,BPSC 291,33J,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,George Darrel Jenerette (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51552,BPSC 291,36E,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Exequiel Ezcurra (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51553,BPSC 291,36G,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Daniel R. Gallie (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51554,BPSC 291,38K,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Isgouhi Kaloshian (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51555,BPSC 291,39A,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Edith Allen (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51557,BPSC 291,44C,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Timothy J. Close (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,61647,BPSC 291,44J,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Zhenyu Jia (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,64113,BPSC 291,47J,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Robert Jinkerson (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,67257,BPSC 291,47N,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,David Nelson (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51558,BPSC 291,48B,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Julia N. Bailey-Serres (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,62765,BPSC 291,48N,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Paul Nabity (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,62023,BPSC 291,49N,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Dawn Nagel (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,63674,BPSC 291,64F,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Janet Franklin (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51560,BPSC 291,70M,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Milton E. McGiffen (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51561,BPSC 291,71D,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Jeffrey M Diez (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,67249,BPSC 291,75K,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Daniel P Koenig (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51562,BPSC 291,76G,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Venugopala Reddy Gonehal (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,70837,BPSC 291,77D,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Katayoon Dehesh (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51563,BPSC 291,92S,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Patricia Springer (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51564,BPSC 291,92W,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Susan Randi Wessler (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,61599,BPSC 291,93V,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Jaimie Van Norman (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51566,BPSC 291,95R,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Carolyn Rasmussen (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,67410,BPSC 291,97W,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Erin Wilson Rankin (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51523,BPSC 291,B17,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,James H. Baird (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,61634,BPSC 291,B61,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Travis Bean (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,64108,BPSC 291,C37,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Meng Chen (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51524,BPSC 291,C70,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Xuemei Chen (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51525,BPSC 291,C72,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Xuemei Chen (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51526,BPSC 291,C95,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Sean R. Cutler (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,61587,BPSC 291,G11,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Juan Pablo Giraldo Gomez (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51527,BPSC 291,L25,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Amy Litt (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,67034,BPSC 291,L42,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Loralee Larios (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51528,BPSC 291,L58,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Bai-Lian Larry Li (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51529,BPSC 291,M31,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Donald J. Merhaut (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,67196,BPSC 291,R04,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Philippe Rolshausen (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51531,BPSC 291,S27,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Louis S. Santiago (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51532,BPSC 291,S35,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Joel Lawrence Sachs (P)
INDIVIDUAL STUDY IN COORDINATED AREAS,51533,BPSC 291,S49,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Tutorial,Jason Stajich (P)
DIRECTED RESEARCH,51576,BPSC 297,01X,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Shizhong Xu (P)
DIRECTED RESEARCH,51577,BPSC 297,07E,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Norman Ellstrand (P)
DIRECTED RESEARCH,64458,BPSC 297,0S7,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Danelle Seymour (P)
DIRECTED RESEARCH,51580,BPSC 297,11Y,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Zhenbiao Yang (P)
DIRECTED RESEARCH,51583,BPSC 297,19R,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Mikeal L. Roose (P)
DIRECTED RESEARCH,51584,BPSC 297,21A,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Mary Lu Arpaia (P)
DIRECTED RESEARCH,51585,BPSC 297,21L,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Adam Josef Lukaszewski (P)
DIRECTED RESEARCH,51586,BPSC 297,22W,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Linda L. Walling (P)
DIRECTED RESEARCH,51587,BPSC 297,26E,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Thomas Anton Eulgem (P)
DIRECTED RESEARCH,51588,BPSC 297,27J,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Hailing Jin (P)
DIRECTED RESEARCH,51590,BPSC 297,33J,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,George Darrel Jenerette (P)
DIRECTED RESEARCH,51591,BPSC 297,36E,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Exequiel Ezcurra (P)
DIRECTED RESEARCH,51592,BPSC 297,36G,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Daniel R. Gallie (P)
DIRECTED RESEARCH,51593,BPSC 297,38K,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Isgouhi Kaloshian (P)
DIRECTED RESEARCH,51594,BPSC 297,39A,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Edith Allen (P)
DIRECTED RESEARCH,51595,BPSC 297,44C,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Timothy J. Close (P)
DIRECTED RESEARCH,61646,BPSC 297,44J,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Zhenyu Jia (P)
DIRECTED RESEARCH,64114,BPSC 297,47J,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Robert Jinkerson (P)
DIRECTED RESEARCH,67258,BPSC 297,47N,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,David Nelson (P)
DIRECTED RESEARCH,51596,BPSC 297,48B,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Julia N. Bailey-Serres (P)
DIRECTED RESEARCH,62766,BPSC 297,48N,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Paul Nabity (P)
DIRECTED RESEARCH,62024,BPSC 297,49N,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Dawn Nagel (P)
DIRECTED RESEARCH,63675,BPSC 297,64F,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Janet Franklin (P)
DIRECTED RESEARCH,51598,BPSC 297,70M,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Milton E. McGiffen (P)
DIRECTED RESEARCH,51599,BPSC 297,71D,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Jeffrey M Diez (P)
DIRECTED RESEARCH,67250,BPSC 297,75K,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Daniel P Koenig (P)
DIRECTED RESEARCH,51600,BPSC 297,76G,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Venugopala Reddy Gonehal (P)
DIRECTED RESEARCH,70838,BPSC 297,77D,,Tutorial,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Katayoon Dehesh (P)
DIRECTED RESEARCH,51601,BPSC 297,77G,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Thomas Arno Alfred Girke (P)
DIRECTED RESEARCH,51602,BPSC 297,92S,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Patricia Springer (P)
DIRECTED RESEARCH,51603,BPSC 297,92W,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Susan Randi Wessler (P)
DIRECTED RESEARCH,61600,BPSC 297,93V,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Jaimie Van Norman (P)
DIRECTED RESEARCH,51604,BPSC 297,94M,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Alan McHughen (P)
DIRECTED RESEARCH,51606,BPSC 297,95R,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Carolyn Rasmussen (P)
DIRECTED RESEARCH,67411,BPSC 297,97W,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Erin Wilson Rankin (P)
DIRECTED RESEARCH,51567,BPSC 297,B17,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,James H. Baird (P)
DIRECTED RESEARCH,61633,BPSC 297,B61,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Travis Bean (P)
DIRECTED RESEARCH,64107,BPSC 297,C37,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Meng Chen (P)
DIRECTED RESEARCH,51568,BPSC 297,C72,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Xuemei Chen (P)
DIRECTED RESEARCH,51569,BPSC 297,C95,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Sean R. Cutler (P)
DIRECTED RESEARCH,61586,BPSC 297,G11,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Juan Pablo Giraldo Gomez (P)
DIRECTED RESEARCH,71102,BPSC 297,G26,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Simon Groen (P)
DIRECTED RESEARCH,51570,BPSC 297,L25,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Amy Litt (P)
DIRECTED RESEARCH,67035,BPSC 297,L42,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Loralee Larios (P)
DIRECTED RESEARCH,51571,BPSC 297,L58,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Bai-Lian Larry Li (P)
DIRECTED RESEARCH,51572,BPSC 297,M31,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Donald J. Merhaut (P)
DIRECTED RESEARCH,63732,BPSC 297,R04,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Philippe Rolshausen (P)
DIRECTED RESEARCH,51573,BPSC 297,S27,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Louis S. Santiago (P)
DIRECTED RESEARCH,51574,BPSC 297,S35,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Joel Lawrence Sachs (P)
DIRECTED RESEARCH,51575,BPSC 297,S49,,Research,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Research,Jason Stajich (P)
RESEARCH FOR THESIS OR DISSERTATION,51613,BPSC 299,01X,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Shizhong Xu (P)
RESEARCH FOR THESIS OR DISSERTATION,51614,BPSC 299,07E,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Norman Ellstrand (P)
RESEARCH FOR THESIS OR DISSERTATION,64457,BPSC 299,0S7,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Danelle Seymour (P)
RESEARCH FOR THESIS OR DISSERTATION,51617,BPSC 299,11Y,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Zhenbiao Yang (P)
RESEARCH FOR THESIS OR DISSERTATION,51620,BPSC 299,19R,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Mikeal L. Roose (P)
RESEARCH FOR THESIS OR DISSERTATION,51621,BPSC 299,21A,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Mary Lu Arpaia (P)
RESEARCH FOR THESIS OR DISSERTATION,51622,BPSC 299,21L,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Adam Josef Lukaszewski (P)
RESEARCH FOR THESIS OR DISSERTATION,51623,BPSC 299,22W,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Linda L. Walling (P)
RESEARCH FOR THESIS OR DISSERTATION,51624,BPSC 299,26E,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Thomas Anton Eulgem (P)
RESEARCH FOR THESIS OR DISSERTATION,69215,BPSC 299,27J,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Hailing Jin (P)
RESEARCH FOR THESIS OR DISSERTATION,51626,BPSC 299,33J,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,George Darrel Jenerette (P)
RESEARCH FOR THESIS OR DISSERTATION,51627,BPSC 299,36E,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Exequiel Ezcurra (P)
RESEARCH FOR THESIS OR DISSERTATION,51628,BPSC 299,38K,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Isgouhi Kaloshian (P)
RESEARCH FOR THESIS OR DISSERTATION,51629,BPSC 299,39A,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Edith Allen (P)
RESEARCH FOR THESIS OR DISSERTATION,51630,BPSC 299,44C,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Timothy J. Close (P)
RESEARCH FOR THESIS OR DISSERTATION,67248,BPSC 299,47J,,Thesis,TBA,,TBA,Apr 03 2023 - Jun 09 2023,Thesis,Robert Jinkerson (P)
